Transaction_ID,Transaction_Amount,Transaction_Type,Vendor_Risk_Score,Employee_ID,Department,Transaction_Frequency,Round_Amount_Flag,Weekend_Transaction,Approval_Level,Previous_Fraud_Flag,Unusual_Time_Flag,Multiple_Approvals,Vendor_New_Flag,Audit_Risk
T03817,8901.03,Transfer,0.59,E289,Admin,25,1,0,Director,0,0,1,1,0
T03818,34694.61,Purchase,0.61,E115,Admin,17,0,0,Manager,0,0,0,0,0
T03819,34373.47,Purchase,0.2,E302,Admin,10,1,0,Manager,0,0,1,0,0
T03820,12976.88,Purchase,0.34,E273,Admin,23,1,0,Director,0,0,0,1,0
T03821,8640.88,Purchase,0.85,E267,Finance,16,1,0,Director,1,0,0,0,1
T03822,9005.9,Purchase,0.09,E133,IT,9,0,0,Director,0,1,0,0,0
T03823,32768.53,Purchase,0.86,E328,Admin,19,0,1,VP,0,0,0,1,0
T03824,7955.28,Expense,0.48,E100,IT,11,0,0,Director,0,0,1,0,0
T03825,4690.65,Expense,0.84,E214,Finance,6,0,1,Manager,0,0,0,1,0
T03826,1769.81,Purchase,0.32,E313,Sales,25,0,0,Director,0,0,1,0,0
T03827,12573.17,Purchase,0.34,E353,IT,25,0,0,Manager,1,1,0,0,0
T03828,13160.7,Expense,0.75,E244,Finance,4,0,1,Manager,0,0,0,0,0
T03829,36765.54,Expense,0.78,E146,Sales,16,0,0,VP,1,0,0,0,0
T03830,5001.01,Purchase,0.23,E379,Admin,12,0,0,Manager,0,0,1,0,0
T03831,9592.72,Expense,0.97,E277,Finance,24,1,0,VP,0,0,1,0,0
T03832,33047.51,Transfer,0.08,E312,HR,24,1,0,Director,0,0,0,0,0
T03833,34702.7,Transfer,0.07,E384,Sales,27,0,0,Manager,0,0,0,1,0
T03834,9710.02,Transfer,0.6,E344,HR,16,0,0,Director,0,0,1,0,0
T03835,12291.31,Expense,0.72,E352,Admin,23,1,0,Director,0,0,1,0,0
T03836,7227.6,Purchase,0.96,E305,Admin,22,0,0,Manager,0,0,0,1,0
T03837,53928.82,Purchase,0.4,E171,IT,3,0,0,Director,0,0,0,1,0
T03838,2525.87,Purchase,0.03,E321,Admin,12,1,0,Manager,0,0,0,0,0
T03839,54286.22,Expense,0.6,E314,IT,15,1,0,Manager,0,0,1,1,0
T03840,23031.81,Expense,0.29,E240,Sales,20,0,1,Director,0,0,1,0,0
T03841,15167.46,Transfer,0.43,E255,HR,12,0,0,Manager,0,0,1,0,0
T03842,664.09,Expense,0.49,E321,Sales,9,0,0,VP,0,0,0,0,0
T03843,12909.87,Transfer,0.06,E330,HR,10,0,1,VP,0,0,0,1,0
T03844,10476.46,Transfer,0.49,E241,Finance,23,0,0,Director,0,0,0,1,0
T03845,3516.11,Purchase,0.43,E174,Sales,27,0,0,Manager,0,0,1,0,0
T03846,21366.1,Expense,0.71,E139,Finance,8,0,0,Director,0,0,1,0,0
T03847,70913.53,Purchase,0.65,E372,HR,13,0,0,Director,0,1,0,1,0
T03848,16519.35,Purchase,0.19,E169,IT,22,0,0,Manager,0,0,0,0,0
T03849,25088.02,Expense,0.21,E210,Sales,15,0,0,Director,0,0,0,0,0
T03850,1418.12,Expense,0.25,E333,Sales,28,0,0,Manager,0,0,1,1,0
T03851,10814.26,Transfer,0.18,E296,IT,17,1,0,Manager,0,0,0,0,0
T03852,2474.08,Transfer,0.66,E298,IT,27,0,1,Director,1,1,1,1,1
T03853,18976.06,Transfer,0.99,E123,Admin,12,1,0,VP,0,0,1,1,0
T03854,55768.56,Transfer,0.65,E246,Admin,16,0,0,VP,0,0,0,0,0
T03855,21681.04,Purchase,0.61,E161,HR,25,1,0,VP,0,0,1,0,0
T03856,1598.25,Purchase,0.41,E166,Sales,11,0,0,Manager,0,0,0,0,0
T03857,8759.75,Expense,0.31,E129,IT,19,0,0,Director,0,1,1,0,0
T03858,15999.66,Transfer,0.91,E206,IT,29,1,0,Manager,0,0,0,1,0
T03859,10323.72,Transfer,0.97,E265,Finance,13,1,1,Director,0,0,0,0,1
T03860,35872.51,Transfer,0.5,E220,Admin,3,1,0,Manager,1,0,0,1,0
T03861,33712.45,Purchase,0.29,E110,Finance,25,0,1,Director,0,0,0,1,0
T03862,18926.29,Expense,0.77,E171,IT,4,0,0,VP,0,0,1,0,0
T03863,9350.79,Purchase,0.13,E352,Sales,24,0,0,VP,0,0,0,0,0
T03864,5896.45,Expense,0.77,E384,Sales,15,1,0,VP,1,0,0,0,1
T03865,2238.18,Expense,0.82,E218,Finance,14,0,0,VP,0,0,1,1,0
T03866,8766.93,Purchase,0.12,E107,Admin,28,0,0,Director,0,1,0,0,0
T03867,10660.49,Purchase,0.98,E314,HR,11,0,1,Director,0,0,0,0,0
T03868,22529.31,Expense,0.99,E320,Sales,28,0,0,VP,0,0,0,0,0
T03869,21468.24,Purchase,0.94,E179,HR,13,0,0,Director,0,0,0,0,0
T03870,1453.74,Purchase,0.5,E171,Admin,20,0,0,Manager,0,0,0,0,0
T03871,10059.11,Expense,0.25,E299,Finance,18,0,0,Director,0,0,0,1,0
T03872,4012.45,Expense,0.58,E272,Admin,13,0,0,Director,0,0,0,0,0
T03873,3411.32,Transfer,0.42,E388,IT,21,0,0,Manager,0,0,0,0,0
T03874,35124.23,Purchase,0.21,E333,Admin,27,1,0,VP,0,0,0,0,0
T03875,856.38,Expense,0.42,E360,Finance,19,0,0,Manager,1,0,1,0,0
T03876,10866.39,Purchase,0.66,E244,Finance,4,0,0,VP,0,0,0,0,0
T03877,3683.35,Purchase,0.07,E121,Admin,12,0,0,Manager,1,0,1,0,0
T03878,42293.95,Expense,0.33,E177,Finance,3,1,1,VP,0,0,0,0,0
T03879,16285.54,Transfer,0.02,E329,IT,16,0,0,Manager,0,0,0,0,0
T03880,5263.19,Expense,0.75,E259,HR,1,0,0,Director,0,0,0,1,0
T03881,13960.27,Expense,0.64,E113,Admin,4,0,0,Manager,1,0,0,1,0
T03882,26297.07,Purchase,0.06,E335,Finance,9,0,1,Manager,0,1,1,0,0
T03883,63457.99,Transfer,0.96,E247,HR,23,0,0,VP,0,0,1,0,0
T03884,4980.67,Expense,0.02,E249,IT,13,0,0,VP,0,1,1,1,0
T03885,43463.05,Purchase,0.59,E129,Admin,22,1,0,Director,0,1,0,0,0
T03886,54454.38,Expense,0.78,E260,Finance,10,0,0,Manager,1,0,1,0,1
T03887,49639.15,Purchase,0.79,E360,HR,9,0,0,Director,0,0,0,0,0
T03888,20179.88,Expense,0.03,E117,IT,20,1,0,VP,0,0,1,1,0
T03889,19875.35,Transfer,0.91,E162,Sales,6,1,1,Manager,0,0,1,0,1
T03890,10323.82,Expense,0.92,E234,Finance,19,0,0,Director,1,0,0,0,0
T03891,27918.64,Purchase,0.56,E256,IT,3,0,1,Director,0,0,0,1,0
T03892,15155.59,Expense,0.48,E156,HR,10,1,1,VP,1,0,1,0,1
T03893,22629.2,Transfer,0.04,E364,Admin,10,0,1,Manager,0,0,1,0,0
T03894,11188.34,Transfer,0.56,E353,HR,24,1,0,VP,0,0,0,0,0
T03895,26297.82,Transfer,0.41,E286,Admin,21,0,0,VP,1,0,0,0,0
T03896,34799.08,Transfer,0.77,E298,IT,24,0,0,Manager,0,0,0,0,0
T03897,3166.7,Purchase,0.4,E270,IT,25,0,1,Manager,0,0,0,0,0
T03898,35786.81,Expense,0.68,E105,HR,2,1,0,VP,0,0,0,0,0
T03899,15543.47,Transfer,0.1,E355,HR,13,1,0,VP,0,0,1,0,0
T03900,37243.54,Expense,0.13,E347,Admin,7,0,0,Manager,0,0,1,0,0
T03901,11288.1,Purchase,0.14,E318,Finance,29,0,1,Director,1,0,0,0,0
T03902,9529.79,Expense,0.05,E103,HR,13,0,1,Director,0,0,0,0,0
T03903,49316.38,Expense,0.54,E100,Finance,14,1,0,Manager,0,0,0,0,0
T03904,5784.85,Transfer,0.79,E130,Finance,28,0,0,Manager,0,0,1,0,0
T03905,37185.23,Transfer,0.61,E216,Finance,18,0,0,Manager,0,0,0,1,0
T03906,13233.77,Purchase,0.57,E374,IT,14,1,0,Director,0,0,0,0,0
T03907,14434.86,Expense,0.68,E296,IT,23,0,0,Manager,0,0,0,0,0
T03908,7376.93,Purchase,0.34,E276,Finance,27,0,0,VP,0,1,0,0,0
T03909,17021.4,Purchase,0.36,E386,Finance,13,0,0,Manager,1,0,0,0,0
T03910,7867.11,Purchase,0.31,E335,IT,19,0,0,Manager,0,0,0,0,0
T03911,801.23,Transfer,0.71,E178,Admin,8,0,0,VP,0,0,0,0,0
T03912,6349.05,Transfer,0.16,E342,Sales,4,0,0,Manager,0,0,0,1,0
T03913,127.99,Expense,0.01,E304,HR,9,0,0,VP,0,0,0,0,0
T03914,76659.42,Expense,0.6,E310,Finance,12,0,0,Director,0,0,0,0,0
T03915,67479.75,Expense,0.94,E190,IT,20,1,0,Director,0,0,1,0,1
T03916,10055.67,Transfer,0.61,E265,Finance,2,1,0,Manager,0,0,0,1,0
T03917,26066.35,Transfer,0.78,E260,Finance,29,0,0,Director,0,1,0,0,0
T03918,8487.03,Purchase,0.67,E105,Finance,4,0,1,Manager,0,0,0,0,0
T03919,22239.61,Transfer,0.5,E240,Finance,21,1,0,Manager,0,0,0,0,0
T03920,32739.27,Purchase,0.72,E304,Admin,24,0,1,VP,0,0,1,0,0
T03921,58657.5,Purchase,0.82,E119,HR,19,1,0,VP,0,1,0,1,1
T03922,10223.59,Transfer,0.22,E199,HR,9,0,0,Manager,0,0,0,0,0
T03923,30584.64,Purchase,0.34,E264,IT,9,0,0,Director,0,0,1,0,0
T03924,6182.98,Purchase,0.22,E144,Admin,11,0,0,Manager,1,0,0,0,0
T03925,92779.3,Expense,0.45,E326,Admin,10,0,0,Director,0,0,1,0,0
T03926,522.15,Purchase,0.89,E151,HR,3,0,0,VP,0,0,0,1,0
T03927,18503.04,Transfer,0.35,E245,IT,8,0,0,Director,0,0,0,1,0
T03928,21547.15,Transfer,0.37,E380,Admin,22,1,0,Manager,0,0,1,0,0
T03929,23297.96,Purchase,0.86,E222,IT,11,1,0,Director,0,0,1,0,0
T03930,2565.48,Expense,0.52,E306,HR,6,1,0,Director,0,0,0,0,0
T03931,55784.05,Transfer,0.54,E396,Finance,18,0,0,Manager,1,0,1,0,0
T03932,3997.9,Transfer,0.86,E201,Admin,8,0,0,VP,1,0,0,1,0
T03933,19497.12,Expense,0.49,E373,IT,23,1,0,Manager,0,0,0,1,0
T03934,5037.96,Purchase,0.68,E228,Finance,2,0,0,VP,1,0,0,0,0
T03935,7340.75,Transfer,0.09,E266,HR,20,0,1,Director,0,0,0,0,0
T03936,15813.37,Purchase,0.18,E301,Sales,5,0,0,VP,0,0,0,0,0
T03937,10798.0,Purchase,0.4,E201,Admin,25,0,0,Director,0,0,1,0,0
T03938,3492.44,Purchase,0.49,E170,Admin,10,0,0,VP,0,0,1,0,0
T03939,3749.17,Purchase,0.97,E107,IT,18,0,1,Manager,0,0,0,1,0
T03940,10830.67,Transfer,0.97,E261,HR,12,0,1,Director,0,1,1,0,1
T03941,28317.18,Expense,0.85,E172,HR,28,1,1,Manager,0,0,0,0,1
T03942,45648.72,Transfer,0.32,E126,Admin,23,0,0,Manager,0,0,0,0,0
T03943,1757.57,Expense,0.96,E268,Admin,21,1,0,VP,0,0,1,0,0
T03944,9987.95,Purchase,0.69,E362,IT,2,0,0,Manager,0,1,0,0,0
T03945,2112.67,Expense,0.39,E387,IT,10,0,0,VP,0,0,0,0,0
T03946,334.63,Purchase,0.7,E172,Sales,12,0,1,VP,0,0,0,0,0
T03947,21677.55,Transfer,0.02,E308,Finance,19,0,0,Director,0,1,0,1,0
T03948,18448.66,Transfer,0.15,E198,IT,5,0,1,Manager,0,0,0,0,0
T03949,3559.08,Expense,0.83,E130,Finance,10,0,0,Manager,0,1,0,0,0
T03950,5326.58,Purchase,0.65,E132,Admin,1,0,0,Manager,0,0,0,0,0
T03951,479.87,Purchase,0.36,E312,Sales,7,1,0,Manager,0,1,0,1,0
T03952,36029.8,Expense,0.5,E244,Sales,1,0,0,VP,0,0,1,1,0
T03953,73531.59,Purchase,0.91,E198,Sales,22,0,0,VP,0,0,1,0,0
T03954,2911.14,Purchase,0.63,E279,HR,28,0,1,Manager,0,0,1,0,0
T03955,5265.65,Purchase,0.4,E234,Admin,22,0,0,VP,0,0,1,1,0
T03956,40561.21,Transfer,0.12,E289,HR,17,0,1,VP,0,0,0,0,0
T03957,52199.55,Transfer,0.29,E129,HR,12,1,1,Manager,0,0,1,0,1
T03958,10881.7,Transfer,0.98,E181,Sales,7,0,0,VP,0,0,0,1,0
T03959,1038.97,Purchase,0.44,E156,HR,8,1,0,Manager,0,0,0,0,0
T03960,803.77,Transfer,0.47,E273,Admin,3,0,1,Director,0,0,0,0,0
T03961,17063.97,Purchase,0.5,E307,Admin,15,0,0,VP,0,0,0,1,0
T03962,9981.07,Purchase,0.88,E282,HR,12,1,1,Director,0,0,1,0,1
T03963,581.42,Expense,0.6,E334,Admin,26,0,0,Director,1,0,0,0,0
T03964,17505.49,Purchase,0.69,E206,Finance,17,1,0,Director,0,0,0,0,0
T03965,227.34,Transfer,0.39,E285,HR,2,0,1,VP,0,0,0,0,0
T03966,30964.22,Transfer,0.03,E365,Sales,17,0,0,Manager,1,0,0,0,0
T03967,7318.14,Purchase,0.93,E231,Sales,25,0,0,Manager,0,0,0,0,0
T03968,821.82,Transfer,0.95,E270,Admin,4,1,0,Director,0,0,0,0,0
T03969,17751.74,Purchase,0.95,E397,Admin,7,1,0,Director,0,1,1,0,1
T03970,10139.47,Expense,0.94,E123,Sales,15,1,0,Director,0,1,1,1,1
T03971,72840.23,Purchase,0.82,E360,Finance,21,0,0,Director,0,0,0,0,0
T03972,15713.96,Purchase,0.68,E295,Sales,25,0,0,VP,0,0,0,0,0
T03973,6438.27,Expense,0.84,E198,HR,16,0,0,VP,0,0,0,0,0
T03974,24718.83,Transfer,0.6,E200,Sales,25,0,0,Director,0,0,0,0,0
T03975,6335.13,Expense,0.13,E219,IT,6,0,0,VP,0,0,0,1,0
T03976,46918.89,Expense,0.39,E302,Finance,5,0,0,Director,0,1,1,0,0
T03977,9391.18,Purchase,0.97,E189,Finance,26,0,0,Manager,0,0,0,0,0
T03978,15964.31,Purchase,0.35,E294,Sales,16,1,0,Director,0,0,0,1,0
T03979,1037.93,Expense,0.87,E276,IT,1,1,0,VP,0,0,0,0,0
T03980,11106.74,Transfer,0.09,E214,HR,15,1,0,Manager,0,0,1,0,0
T03981,35719.15,Expense,0.33,E131,Sales,20,0,0,VP,0,0,0,0,0
T03982,32761.77,Transfer,0.35,E314,HR,5,0,0,VP,0,0,1,0,0
T03983,5080.27,Expense,0.05,E378,IT,13,0,0,VP,0,0,1,0,0
T03984,5125.71,Expense,0.12,E342,Sales,14,0,1,Manager,0,0,1,0,0
T03985,33998.78,Transfer,0.19,E385,Sales,25,1,0,Director,1,1,0,0,1
T03986,53299.36,Expense,0.84,E169,HR,2,1,0,Manager,0,0,1,0,1
T03987,2004.38,Purchase,0.06,E170,Sales,2,1,1,Manager,0,1,0,0,1
T03988,11958.87,Expense,0.3,E210,IT,19,0,0,VP,0,0,0,0,0
T03989,8233.31,Purchase,0.01,E257,Sales,19,0,0,Manager,0,0,1,0,0
T03990,40910.61,Transfer,0.7,E136,Admin,12,0,1,Manager,1,0,1,0,0
T03991,1744.41,Transfer,0.62,E134,IT,23,1,1,VP,0,0,0,0,0
T03992,4742.97,Purchase,0.64,E158,Finance,17,0,0,Director,0,0,1,1,0
T03993,27924.34,Expense,0.37,E306,HR,2,0,0,Manager,0,0,1,1,0
T03994,1053.12,Purchase,0.21,E165,IT,11,0,0,VP,0,0,0,1,0
T03995,13566.57,Purchase,0.72,E361,Finance,17,0,0,Director,0,1,1,1,0
T03996,11671.76,Transfer,0.81,E369,Finance,14,1,0,Director,0,0,0,1,0
T03997,8141.36,Purchase,0.14,E332,IT,9,0,0,Director,0,0,1,0,0
T03998,10036.4,Expense,0.49,E256,Finance,26,0,0,Director,0,0,0,0,0
T03999,15097.92,Purchase,0.25,E205,Finance,25,1,0,Manager,0,0,0,0,0
T04000,3519.65,Transfer,0.17,E253,Admin,29,0,0,Manager,0,0,1,0,0
T04001,16972.45,Expense,0.73,E117,Sales,19,1,0,VP,0,0,1,0,0
T04002,32739.51,Transfer,0.54,E359,Admin,28,1,0,Manager,0,1,0,0,0
T04003,28555.74,Purchase,0.22,E218,Sales,19,0,1,Manager,0,0,1,1,0
T04004,3342.35,Purchase,0.31,E201,Finance,1,0,1,Manager,0,0,1,0,0
T04005,3232.73,Transfer,0.97,E124,Sales,5,1,1,Director,0,0,0,1,1
T04006,6244.26,Transfer,0.85,E279,Admin,19,0,0,Manager,0,0,0,0,0
T04007,8959.36,Expense,0.88,E261,HR,2,0,0,VP,0,0,0,1,0
T04008,10500.37,Transfer,0.46,E314,HR,29,1,1,Manager,0,0,1,0,0
T04009,22769.77,Transfer,0.62,E223,Sales,14,0,0,Director,0,0,0,0,0
T04010,1167.0,Purchase,0.38,E391,HR,19,0,0,VP,0,0,1,0,0
T04011,705.76,Purchase,0.08,E255,IT,24,1,0,Director,0,0,0,0,0
T04012,9948.67,Transfer,0.4,E292,HR,8,1,0,Manager,0,0,0,0,0
T04013,23891.26,Transfer,0.59,E152,Sales,17,0,0,VP,0,0,0,1,0
T04014,4299.42,Purchase,0.29,E269,Finance,2,1,1,Director,0,0,1,1,0
T04015,20516.78,Expense,0.85,E197,Admin,17,0,0,Director,0,0,0,0,0
T04016,6017.46,Expense,0.15,E246,HR,8,0,0,Director,1,0,0,0,0
T04017,43446.25,Expense,0.37,E399,Sales,14,0,0,Manager,0,0,0,1,0
T04018,45207.75,Expense,0.12,E129,Admin,17,0,1,Manager,0,0,0,0,0
T04019,7056.14,Purchase,0.4,E173,IT,6,0,1,VP,0,0,1,0,0
T04020,5227.13,Transfer,0.04,E271,Finance,26,0,0,Director,0,0,0,0,0
T04021,10596.91,Expense,0.27,E183,Admin,29,0,0,Director,1,1,0,0,0
T04022,5502.73,Purchase,0.4,E172,Admin,11,1,0,VP,0,0,0,0,0
T04023,22318.25,Transfer,0.48,E331,Sales,8,0,0,Director,0,1,0,0,0
T04024,34981.44,Expense,0.54,E389,IT,13,1,0,Manager,0,0,0,0,0
T04025,22361.54,Transfer,0.27,E226,HR,8,0,1,Manager,0,0,1,1,0
T04026,34785.29,Expense,0.52,E184,IT,7,1,0,VP,0,0,1,1,0
T04027,10116.5,Transfer,0.51,E353,Finance,24,0,0,Director,0,0,1,1,0
T04028,3399.57,Expense,0.32,E251,HR,24,0,0,Manager,0,0,0,0,0
T04029,26784.47,Expense,0.83,E106,IT,26,0,0,Manager,0,1,1,1,0
T04030,8940.58,Transfer,0.55,E235,Finance,3,0,0,Director,0,0,1,0,0
T04031,22250.42,Transfer,0.33,E283,Admin,2,1,0,VP,0,0,1,1,0
T04032,6311.86,Transfer,0.95,E326,Admin,12,0,1,Manager,0,0,1,0,0
T04033,1694.38,Purchase,0.85,E343,Admin,4,0,1,Manager,0,0,0,0,0
T04034,98076.36,Purchase,0.98,E363,Admin,5,0,0,Director,1,0,0,0,1
T04035,3396.83,Transfer,0.69,E350,HR,16,0,0,VP,1,0,1,0,0
T04036,89171.23,Purchase,0.38,E269,Admin,2,0,0,Manager,0,0,1,1,0
T04037,75690.13,Expense,0.28,E153,HR,27,1,0,Director,0,0,1,0,0
T04038,31579.93,Transfer,0.66,E231,HR,24,0,0,Manager,1,0,0,0,0
T04039,21542.28,Purchase,0.98,E193,IT,24,0,1,Manager,0,0,0,0,0
T04040,17245.86,Transfer,0.63,E145,Admin,13,0,0,Manager,0,0,0,1,0
T04041,40213.47,Expense,0.88,E198,Sales,28,0,1,Manager,0,0,0,1,0
T04042,6834.02,Expense,0.33,E333,Admin,4,0,0,VP,0,0,0,1,0
T04043,12610.25,Purchase,0.41,E368,Sales,28,1,0,VP,0,0,1,0,0
T04044,19319.6,Expense,0.91,E136,Admin,5,0,0,Director,0,1,0,1,0
T04045,10593.05,Transfer,0.76,E174,HR,27,0,0,Manager,0,0,0,1,0
T04046,11154.38,Purchase,0.98,E157,Admin,12,0,0,VP,0,0,1,0,0
T04047,8018.05,Transfer,0.77,E118,Admin,15,1,0,VP,0,0,1,0,0
T04048,16612.9,Transfer,0.45,E287,Admin,5,0,0,Director,0,0,0,0,0
T04049,38019.15,Transfer,0.53,E238,Admin,5,1,0,Director,0,0,0,0,0
T04050,4501.12,Expense,0.9,E242,IT,16,0,0,Director,0,0,0,1,0
T04051,54493.67,Transfer,0.55,E207,IT,25,0,0,VP,0,0,1,1,0
T04052,23364.89,Expense,0.26,E320,HR,9,0,1,Manager,0,0,1,0,0
T04053,34663.01,Transfer,0.44,E244,HR,15,0,0,Director,0,1,1,0,0
T04054,16247.21,Expense,0.52,E104,Sales,27,0,0,VP,0,0,0,0,0
T04055,30238.67,Expense,0.1,E155,HR,4,0,1,Director,0,0,1,0,0
T04056,326.66,Expense,0.74,E354,IT,17,0,0,Manager,1,0,0,1,0
T04057,34116.82,Transfer,0.11,E321,HR,24,0,1,Director,0,0,0,1,0
T04058,819.33,Transfer,0.4,E147,Sales,27,0,0,VP,0,0,1,0,0
T04059,44129.75,Expense,0.8,E262,Sales,1,0,0,VP,0,0,1,1,0
T04060,96473.36,Transfer,0.47,E335,IT,16,0,0,Director,0,0,1,0,0
T04061,6964.71,Expense,0.84,E347,HR,23,0,0,Director,1,0,1,1,0
T04062,4722.51,Transfer,0.34,E199,Sales,28,1,1,Manager,0,0,0,1,0
T04063,28994.34,Expense,0.96,E120,HR,29,0,0,Director,0,1,0,0,0
T04064,5834.51,Expense,0.21,E201,HR,20,0,0,Director,0,0,0,0,0
T04065,40133.1,Purchase,0.04,E104,IT,17,1,0,Manager,0,0,1,0,0
T04066,2170.48,Transfer,0.87,E296,IT,4,0,1,Manager,0,0,0,0,0
T04067,2692.47,Transfer,0.75,E248,HR,23,1,1,Manager,0,0,0,0,1
T04068,77409.52,Purchase,0.23,E310,Admin,13,0,0,Manager,0,1,0,1,0
T04069,22407.28,Expense,0.98,E259,Admin,8,0,0,VP,0,0,0,1,0
T04070,37531.61,Expense,0.5,E245,Finance,18,0,0,Director,1,0,0,0,0
T04071,7840.99,Purchase,0.95,E157,Finance,13,0,1,VP,0,0,1,1,0
T04072,22570.12,Purchase,0.51,E339,Finance,9,0,0,Director,0,1,1,0,0
T04073,18039.96,Expense,0.47,E178,IT,5,0,1,VP,0,0,1,0,0
T04074,18483.94,Transfer,0.45,E251,HR,11,0,0,VP,0,0,0,0,0
T04075,22947.59,Purchase,0.33,E104,Sales,28,0,0,Director,0,0,0,1,0
T04076,17130.23,Purchase,0.53,E280,HR,14,1,0,VP,0,0,1,0,0
T04077,11209.51,Purchase,0.45,E300,HR,24,0,0,Manager,0,0,1,0,0
T04078,6457.14,Purchase,0.04,E232,Finance,18,0,0,VP,0,1,1,0,0
T04079,29270.54,Purchase,0.26,E221,HR,18,0,0,VP,0,1,0,0,0
T04080,5130.71,Purchase,0.21,E268,Finance,20,0,0,Director,0,0,0,0,0
T04081,23576.13,Expense,0.87,E197,HR,16,0,0,VP,1,0,1,0,0
T04082,5314.05,Expense,0.6,E381,Sales,4,1,0,VP,0,0,1,0,0
T04083,19634.2,Purchase,0.76,E367,Admin,19,1,0,VP,0,0,0,0,0
T04084,27493.5,Expense,0.96,E118,Admin,5,1,1,VP,0,0,0,0,1
T04085,4936.28,Transfer,0.64,E231,IT,2,0,0,VP,0,0,1,0,0
T04086,1236.3,Transfer,0.98,E195,Sales,17,0,0,Director,0,0,0,0,0
T04087,2807.64,Purchase,0.31,E309,HR,28,0,0,Manager,0,0,1,0,0
T04088,18627.93,Transfer,0.19,E104,Sales,4,0,1,Manager,0,0,0,0,0
T04089,37868.72,Transfer,0.4,E227,HR,6,1,0,Director,0,0,1,0,0
T04090,920.81,Expense,0.47,E153,Sales,22,0,1,VP,0,0,0,1,0
T04091,26496.56,Expense,0.9,E297,Sales,18,0,0,VP,0,0,1,0,0
T04092,8350.31,Expense,0.56,E305,Admin,6,0,0,Director,0,1,0,0,0
T04093,13022.01,Expense,0.29,E279,Sales,20,0,0,Manager,0,0,0,0,0
T04094,52861.98,Transfer,0.74,E340,IT,26,0,0,VP,0,0,0,0,0
T04095,8068.49,Purchase,0.51,E373,HR,15,0,0,Director,0,0,1,0,0
T04096,12522.37,Expense,0.16,E237,Finance,1,0,0,VP,0,1,0,0,0
T04097,275.54,Transfer,0.58,E122,Sales,17,0,0,Manager,0,0,0,0,0
T04098,1702.42,Expense,0.91,E219,Finance,2,0,0,VP,0,0,1,0,0
T04099,5984.07,Transfer,0.84,E214,Admin,4,0,1,Manager,0,0,0,1,0
T04100,564.95,Expense,0.59,E181,Finance,24,0,0,VP,0,0,0,0,0
T04101,19959.53,Purchase,0.38,E295,IT,3,0,1,Director,0,0,0,0,0
T04102,11116.4,Expense,0.09,E279,IT,27,1,0,Manager,0,0,1,0,0
T04103,15887.89,Purchase,0.47,E274,Admin,21,0,0,VP,0,1,0,0,0
T04104,3838.89,Expense,0.75,E297,IT,3,0,0,Manager,0,0,0,0,0
T04105,7017.61,Expense,0.36,E125,HR,24,0,0,Director,0,0,0,1,0
T04106,21802.44,Expense,0.24,E198,IT,14,0,1,VP,0,0,0,0,0
T04107,67221.88,Transfer,0.93,E332,Sales,20,0,0,Director,0,0,1,0,0
T04108,1034.64,Transfer,0.82,E290,IT,27,0,0,Manager,0,0,1,1,0
T04109,44215.5,Purchase,0.64,E165,HR,8,1,0,VP,0,0,0,1,0
T04110,17202.05,Purchase,0.14,E345,Admin,29,0,0,Director,0,0,1,0,0
T04111,16598.57,Transfer,0.14,E203,IT,8,1,0,Manager,0,0,0,0,0
T04112,13874.09,Purchase,0.1,E290,HR,9,1,0,VP,1,0,0,0,0
T04113,1438.39,Purchase,0.62,E240,Sales,18,0,0,Director,0,1,0,0,0
T04114,1883.51,Transfer,0.12,E278,Finance,27,0,0,Manager,0,0,0,1,0
T04115,18371.47,Transfer,0.84,E360,Finance,26,0,0,VP,1,0,1,0,0
T04116,8339.38,Transfer,0.99,E274,Admin,7,0,0,Director,0,0,0,1,0
T04117,49842.99,Transfer,0.37,E263,Admin,10,1,1,VP,0,0,0,0,0
T04118,10437.41,Expense,0.45,E118,Finance,1,1,0,VP,0,1,1,0,0
T04119,3092.92,Transfer,0.71,E119,Finance,29,1,0,Director,0,0,0,1,0
T04120,25085.6,Purchase,0.94,E386,Admin,4,0,0,VP,1,0,1,0,0
T04121,6944.49,Expense,0.89,E338,Finance,20,0,0,Director,0,0,0,1,0
T04122,14908.62,Expense,0.06,E143,IT,4,1,1,VP,0,0,0,1,0
T04123,23935.49,Purchase,0.17,E295,HR,23,0,0,Manager,0,0,1,0,0
T04124,46104.59,Expense,0.75,E294,Admin,29,0,0,Director,0,0,1,0,0
T04125,31422.74,Purchase,0.69,E148,HR,14,1,0,Director,0,0,1,0,0
T04126,22562.54,Expense,0.13,E158,Sales,5,0,0,Manager,1,0,0,1,0
T04127,22765.77,Expense,0.5,E231,Sales,5,1,0,Director,0,0,0,0,0
T04128,58347.53,Purchase,0.78,E266,IT,19,0,0,VP,0,0,0,0,0
T04129,7014.54,Purchase,0.22,E234,Sales,26,1,1,Director,1,0,0,0,1
T04130,22.25,Purchase,0.87,E188,Admin,21,0,0,VP,0,0,1,0,0
T04131,6347.84,Purchase,0.05,E370,IT,5,0,0,VP,1,0,0,1,0
T04132,4915.23,Transfer,0.78,E362,IT,24,1,0,Director,1,0,1,0,1
T04133,21684.4,Transfer,0.62,E215,Admin,11,1,0,Director,1,0,1,1,0
T04134,20086.69,Purchase,0.32,E295,Finance,2,0,1,Director,0,0,0,1,0
